BUDGET:	0.00	1000000.00	2000000.00	3000000.00	4000000.00	5000000.00	6000000.00	7000000.00	8000000.00	9000000.00	10000000.00
STATUS:	OPT	OPT	OPT	OPT	OPT	OPT	OPT	OPT	OPT	OPT	OPT
%OPTGAP:	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
WEIGHTS
TARGET1:	1.0000
TARGET2:	1.0000
PTNL_HABITAT
TARGET1:	0.0000	0.7730	1.0570	1.2156	1.3382	1.3580	1.4196	1.4840	1.5901	1.6548	1.7498
TARGET2:	0.0000	0.3916	1.1402	1.7813	1.9488	2.2913	2.4582	2.5549	2.6248	2.6667	2.6667
WT_PTNL_HABITAT:	0.0000	1.1646	2.1973	2.9969	3.2870	3.6494	3.8777	4.0389	4.2149	4.3215	4.4165
WT_NETGAIN:	0.0000	1.1646	2.1973	2.9969	3.2870	3.6494	3.8777	4.0389	4.2149	4.3215	4.4165

BARID	ACTION	ACTION	ACTION	ACTION	ACTION	ACTION	ACTION	ACTION	ACTION	ACTION	ACTION
60ts1	0	0	0	0	0	0	0	0	0	0	0
61Bts1	0	0	1	1	1	1	1	1	1	1	1
62ts1	0	0	0	0	0	0	0	0	0	0	0
63ts1	0	0	0	0	0	0	0	0	0	0	0
64ts1	0	0	0	0	0	0	0	0	0	0	0
65ts1	0	0	0	0	0	0	0	0	0	0	0
66ts1	0	0	0	0	0	0	0	0	0	0	0
67ts1	0	0	0	0	0	0	0	0	0	0	0
68ts1	0	0	0	0	0	0	0	0	0	0	0
69ts1	0	0	0	0	0	0	0	0	0	0	0
70ts1	0	0	0	0	0	0	0	0	0	0	0
71ts1	0	0	0	0	0	0	0	0	0	0	0
72ts1	0	0	0	0	0	0	0	0	0	0	0
73ts1	0	0	0	0	0	0	0	0	0	0	0
74ts1	0	0	0	0	0	0	0	0	0	0	0
75ts1	0	0	0	0	0	0	0	0	0	0	0
76ts1	0	0	0	0	0	0	0	0	0	0	0
77ts1	0	0	0	0	0	0	0	0	0	0	0
78ts1	0	0	0	0	0	0	0	0	0	0	0
7958fs1	0	0	0	0	0	0	0	0	0	0	0
79ts1	0	0	0	0	0	0	0	0	0	0	0
8057fs1	0	0	0	0	0	0	0	0	0	0	0
80ts1	0	0	0	0	0	0	0	0	0	0	0
81ts1	0	0	0	0	0	0	0	0	0	0	0
82ts1	0	0	0	0	0	0	0	0	0	0	0
83ts1	0	0	0	0	0	0	0	0	0	0	0
84ts1	0	0	0	0	0	0	0	0	0	0	0
85ts1	0	0	0	0	0	0	0	0	0	0	0
86ts1	0	0	0	0	0	0	0	0	0	0	0
87ts1	0	0	0	0	0	0	0	0	0	0	0
88ts1	0	0	0	0	0	0	0	0	0	0	0
89ts1	0	0	0	0	0	0	0	0	0	0	0
900ts1	0	0	0	0	0	0	0	0	0	0	1
9040fs1	0	0	0	0	0	0	0	0	0	0	0
90ts1	0	0	0	0	0	0	0	0	0	0	0
91ts1	0	0	0	0	0	0	0	0	0	0	0
92ts1	0	0	0	0	0	0	0	0	0	0	0
93ts1	0	0	0	0	0	0	0	0	0	0	0
94ts1	0	0	0	0	0	0	0	0	0	0	0
95ts1	0	0	0	0	0	0	0	0	0	0	0
96ts1	0	0	0	0	0	0	0	0	0	0	0
97ts1	0	0	0	0	0	0	0	0	0	0	0
98ts1	0	0	0	0	0	0	0	0	0	0	0
99ts1	0	0	0	0	0	0	0	0	0	0	0
9ts1	0	0	0	0	0	0	0	0	0	0	0
