BARID,REGION,DSID,NPROJ,COST,PREPASS_CO,PREPASS_CH,PREPASS_ST,PREPASS_CT,PREPASS_CU,PREPASS_FISH,PREPASS_AgrInf,POSTPASS,sCO,sCH,sST,sCT,sCU,sAgri_Current,sRoadRail_Current,sInundHab_Current,sBuilding_Current,sPublicUse_Current,sAgri_Future,sRoadRail_Future,sInundHab_Future,sBuilding_Future,sPublicUse_Future,Coho_salmon,Chinook_salmon,Steelhead,Cutthroat_Trout,Chum,Agri_Current,RoadRail_Current,InundHab_Current,Building_Current,PublicUse_Current,Agri_Future,RoadRail_Future,InundHab_Future,Building_Future,PublicUse_Future,BarrierType,Name,PrimaryTG,DominantTG,Exclude_Reason,POINT_X,POINT_Y
29ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.3419952,43.14945983
29ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0.0286919,0,0.02324157,0.015707751,0.023213483,0.005405405,0,0.02310865,0.026412841,0.023423949,0.004098361,0,,,,0.660249161,,41.0050354,0.040612224,41.7036972,1,,44.06168747,0.099231102,44.19760895,1,,Tide gate,,1,0,,-124.1647854,43.34656901
2ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0.036941243,0.076856656,0.047653881,0.024041609,0,0.036476232,0,0.035821804,0.005405405,0,0.033755634,0,0.034110977,0.004098361,0,0.553238193,0.553238105,0.553238105,0.553238105,,64.3549118,,64.3549118,1,,64.36248779,,64.36248779,1,,Tide gate,,1,0,,-124.1699756,43.3528215
2ts5,Umpqua,NA,0,85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Dean Creek,0,0,Non-primary tide gate,-124.0056667,43.6903
30ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.3427241,43.15365479
30ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.160747,43.34098239
31ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.024022037,0,0.025091815,0,0,0.02267346,0,0.024625151,0,0,,,,0,,42.38201141,,45.07817459,,,43.23190308,,46.4641037,,,Tide gate, ,1,0,,-124.3458585,43.15568759
31ts2,Coos,6ts2,1,60000,0,0,0,0,0,0,0,1,0.030752079,0,0,0.020013663,0,0.011762884,0.051482617,0.012047074,0.027027027,0,0.010984735,0.035941383,0.011691132,0.020491803,0,0.46054824,,,0.460548259,,20.75322151,0.133107767,21.64291763,5,,20.94479561,0.135029137,22.05947685,5,,Tide gate,,1,0,,-124.155643,43.33697892
32733fs2,Coos,99ts2,0,0,0,0,0,0,0,0,0,1,0.003959755,0,0,0.002577036,0,0,0,0,0,0,0,0,0,0,0,0.059301948,,,0.059301965,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.2046268,43.51007704
32951fs2,Coos,29009fs2,0,0,1,1,1,1,0,0,0,1,0,0.009526894,0,0.028595966,0,0,0,0,0,0,0,0,0,0,0,,0.068577547,,0.658041576,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.2391503,43.38891619
32ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0,0,0,0.016855643,0,0.007104833,0,0.007286163,0,0,0.007729914,0.004825951,0.008101689,0,0,,,,0.387876871,,12.53503609,,13.0898037,,,14.73876858,0.018130744,15.28671646,,,Tide gate,Cedar Creek,1,0,,-124.3485225,43.15896173
32ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002230449,0.023280433,0.002608157,0,0,0.00231472,0.035035374,0.002976437,0.008196721,0,,,,0,,3.935174465,0.060191315,4.685629368,,,4.413518906,0.131625324,5.616107464,2,,Tide gate,,1,0,,-124.1619819,43.33821017
33ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.007189457,0,0.007165368,0,0,0.00686748,0,0.00725264,0,0,,,,0,,12.68433762,,12.87279224,,,13.09434986,,13.6846838,,,Tide gate, ,1,0,,-124.350281,43.16117722
33ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1617456,43.33167455
34990fs2,Coos,34991fs2,0,0,1,1,1,1,0,0,0,1,0.071622489,0.149011384,0.092392399,0.11401494,0,0,0,0,0,0,0,0,0,0,0,1.072630306,1.072630274,1.072630274,2.623676701,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1226143,43.4870052
34991fs2,Coos,48ts2,0,0,1,1,1,1,0,0,0,1,0.068508021,0.142531702,0.088374764,0.058312239,0,0,0,0,0,0,0,0,0,0,0,1.025987505,1.025987508,1.025987508,1.341863292,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1390893,43.4807722
34996fs2,Coos,22ts2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.2136143,43.25260518
34ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0.05528969,0.001697965,0.001052799,0.08499041,0,0.096313196,0.010726617,0.098040564,0.010810811,0,0.088919094,0.00738198,0.092829706,0.004098361,0,0.82802758,0.012222478,0.012222478,1.955773158,,169.9250946,0.027733555,176.1327209,2,,169.5436707,0.027733555,175.15625,1,,Tide gate,Randolph Slough Island,1,0,,-124.3532765,43.16780184
34ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.007515461,0,0.002457601,0.011911563,0.002581055,0,0,0.00253672,0.022837428,0.002699363,0,0,,,,0.172943471,,4.335937977,0.030797221,4.636940002,,,4.836810589,0.085798539,5.093307972,,,Tide gate,,1,0,,-124.1615832,43.33266716
35002fs2,Coos,99ts2,0,0,1,1,1,1,0,0,0,1,0.22976044,0,0.296389012,0.370016999,0,0,0,0,0,0,0,0,0,0,0,3.440930548,,3.440930527,8.514717295,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1947393,43.4988022
35752fs2,Coos,27ts2,0,0,1,1,1,1,0,0,0,1,0.149680708,0.311925278,0.193086837,0.110397784,0,0,0,0,0,0,0,0,0,0,0,2.241643168,2.245335132,2.24164313,2.540439825,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1741453,43.34934419
35753fs2,Coos,48ts2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1779533,43.4579442
35ts1,Coquille,NA,1,815000,0,0,0,0,0,0,0,1,0.530304183,0.799078185,0.676893769,0.6709955,0,0.060746785,0.093492161,0.060977386,0,0,0.072986421,0.381971325,0.070903873,0,0,7.94192359,5.752013216,7.858403448,15.44074191,,107.1753769,0.241723001,109.5476456,,,139.1645508,1.435038209,133.7853699,,,Tide gate,Sevenmile Creek,1,0,,-124.349254,43.16793137
35ts2,Coos,159ts2,0,0,0,0,0,0,0,0,0,1,0.015249498,0,0.019671718,0,0,0.004633739,0.054184715,0.004897453,0,0,0.007928983,0.107511343,0.006463938,0.004098361,0,0.228379017,,0.228378968,0,,8.175292969,0.140094012,8.798416138,,,15.11833858,0.403912216,12.19651699,1,,Tide gate,,0,0,Non-primary,-124.1633739,43.37096173
3641fs1,Coquille,61Bts1,1,75000,1,1,1,1,0,0,0,1,0.066766296,0,0.09040918,0.184818367,0,0,0,0,0,0,0,0,0,0,0,0.999903149,,1.049606074,4.252983379,,,,,,,,,,,,Upstream,Beaver Slough,0,0,,-124.2063618,43.22989931
3642fs1,Coquille,61Bts1,1,75000,1,1,1,1,0,0,0,1,0,0,0,0.040344959,0,0,0,0,0,0,0,0,0,0,0,,,,0.928405774,,,,,,,,,,,,Upstream,Beaver Slough,0,0,,-124.219908,43.23550477
3643fs2,Coos,22ts2,1,150000,1,1,1,1,0,0,0,1,0.001182094,0,0.001492882,0.049008214,0,0,0,0,0,0,0,0,0,0,0,0.017703238,,0.017331621,1.127761936,,,,,,,,,,,,Upstream,,0,0,,-124.2064238,43.26193556
3646fs2,Coos,19ts2,1,150000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.1548097,43.30319911
3647fs2,Coos,3648fs2,1,150000,1,0,1,1,0,0,0,1,0,0,0.015517405,0.026285765,0,0,0,0,0,0,0,0,0,0,0,,,0.180149437,0.604879937,,,,,,,,,,,,Upstream,,0,0,,-124.1653016,43.31691228
3648fs2,Coos,21ts2,1,150000,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.1642015,43.31759503
36Ats1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0.18176117,0,0,0.154479705,0,0.317106193,0.14584676,0.313761766,0,0,0.339638307,0.126945589,0.330421364,0,0,2.722085497,,,3.554839416,,559.4695435,0.377085268,563.6821289,,,647.5946045,0.476925254,623.4573975,,,Tide gate,Iowa Slough,1,0,,-124.2846804,43.15616964
36ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.013146232,0,0.000771947,0,0.001223657,0,0,0.000999586,0,0.001518413,0,0,,,,0.302517046,,1.361944199,,2.198334932,,,1.90592885,,2.865025997,,,Tide gate,,1,0,,-124.1721779,43.38120114
3703fs1,Coquille,37ts1,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,Gray Creek,0,0,,-124.1615402,43.10956617
37ts1,Coquille,NA,1,815000,0,0,0,0,0,0,0,1,0.229818688,0,0.370710164,0.310214584,0,0.006100489,0,0.006032879,0,0,0.066896365,0,0.043685391,0,0,3.441802878,,4.30376252,7.138562527,,10.76307583,,10.83824253,,,127.5525284,,82.42802429,,,Tide gate,Gray Creek,1,0,,-124.176927,43.11761781
37ts2,Coos,45ts2,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.020178502,0,0.016727834,0,0.016427721,0,0,0.016178112,0.00242738,0.016030607,0.004098361,0,,,,0.464341472,,29.51286888,,29.51287842,,,30.84710312,0.00911949,30.24744034,1,,Tide gate,,1,0,,-124.1899083,43.40129073
38726fs2,Coos,3892fs2,0,0,1,1,1,1,0,0,0,1,0,0,0,0.015680376,0,0,0,0,0,0,0,0,0,0,0,,,,0.360831986,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1510253,43.4140742
38727fs2,Coos,3892fs2,0,0,0.400000006,0,0.400000006,0.400000006,0,0,0,1,0.128789105,0,0.174368399,0.118437995,0,0,0,0,0,0,0,0,0,0,0,1.928767051,,2.024331274,2.725458675,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1321033,43.4175162
3888fs2,Coos,NA,1,150000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.1926335,43.42161788
3889fs2,Coos,38726fs2,1,75000,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0,0,0,0.003595547,0,0,0,0,0,0,0,0,0,0,0,,,,0.082739619,,,,,,,,,,,,Upstream,,0,0,,-124.1448728,43.41533282
3892fs2,Coos,45ts2,1,300000,1,1,1,1,0,0,0,1,0.095612631,0.198819964,0.123251223,0.079386629,0,0,0,0,0,0,0,0,0,0,0,1.431910657,1.431167914,1.430886027,1.826820679,,,,,,,,,,,,Upstream,,0,0,,-124.1561769,43.41116865
38ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.3144604,43.11372733
38ts2,Coos,45ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1906768,43.40136003
3955fs2,Coos,8917fs2,0,0,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0,0,0,0.010127829,0,0,0,0,0,0,0,0,0,0,0,,,,0.233058492,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.2647647,43.26091796
3978fs1,Coquille,35ts1,0,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,Sevenmile Creek,0,0,Stream barrier other than culvert,-124.348975,43.16810445
3987fs2,Coos,26ts2,0,0,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1973819,43.28861434
3988fs2,Coos,26ts2,0,0,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.2046347,43.28912146
39ts2,Coos,45ts2,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.007189885,0,0.004946696,0.005526918,0.005538454,0,0,0.004803755,0.011828566,0.005658281,0,0,,,,0.165451423,,8.727440834,0.014289788,9.949994087,,,9.159408569,0.044439055,10.67635822,,,Tide gate,,1,0,,-124.1910557,43.40261995
3ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.168215,43.35164278
3ts5,Umpqua,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010315462,0,0.010743385,0,0,0.010040257,0,0.010470115,0,0,,,,0,,18.19953918,,19.30080414,,,19.14394188,,19.75559425,,,Tide gate,Dean Creek,1,0,,-124.0061262,43.68803802
40043fs2,Coos,8917fs2,1,150000,0.400000006,0,0.100000001,0.100000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.2615703,43.27203018
40127fs2,Coos,15ts2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1443099,43.30773247
40ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2431398,43.20683538
40ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0.002499497,0,0.001901397,0,0.001867283,0,0,0.002232718,0.024722339,0.002147371,0,0,,,,0.05751766,,3.354629755,,3.354628801,,,4.257163525,0.092880011,4.05177927,,,Tide gate,,1,0,,-124.1906084,43.41742005
41375fs2,Coos,99ts2,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.2182232,43.50116644
41376fs2,Coos,99ts2,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.2183152,43.50021992
41377fs2,Coos,99ts2,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.2184648,43.49841204
41409fs2,Coos,66ts2,1,150000,1,1,1,1,0,0,0,1,0,0,0,0.017033446,0,0,0,0,0,0,0,0,0,0,0,,,,0.39196841,,,,,,,,,,,,Upstream,,0,0,,-124.2442294,43.28860103
41410fs2,Coos,66ts2,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.2493529,43.28741576
41ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2450656,43.20268619
41ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.014353584,0,0.001946232,0,0.002224907,0,0,0.002256413,0.006491011,0.002485492,0,0,,,,0.330300252,,3.433730841,,3.997110605,,,4.302343845,0.024386253,4.689763546,,,Tide gate,,1,0,,-124.1867893,43.42021543
42ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2449989,43.20279449
42ts2,Coos,NA,1,200000,0,0,0,0,0,0,0,1,0.002136379,0.014460125,0.127922388,0.087084787,0,0.057408207,0.11593336,0.05985394,0,0,0.054377708,0.106813231,0.058895153,0.004098361,0,0.031994771,0.104088474,1.48511595,2.003968317,,101.2851334,0.299744487,107.5293427,,,103.6829758,0.401289463,111.1266479,1,,Tide gate,,1,0,,-124.186453,43.4210139
43ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2449886,43.20268834
43ts2,Coos,46ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1767635,43.42946686
4451fs2,Coos,48ts2,1,300000,0.100000001,0,0.100000001,0.400000006,0,0,0,1,0,0,0.026032835,0.025266233,0,0,0,0,0,0,0,0,0,0,0,,,0.302228397,0.581418767,,,,,,,,,,,,Upstream,,0,0,,-124.1628289,43.46509222
44812fs2,Coos,22ts2,1,300000,0.400000006,0,0.400000006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.167559,43.23875505
44831fs2,Coos,34990fs2,0,0,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0.011852433,0.02465912,0.015289538,0.007713645,0,0,0,0,0,0,0,0,0,0,0,0.177504012,0.177504015,0.177504015,0.177504015,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1047413,43.49370226
44832fs2,Coos,44831fs2,0,0,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0.07355291,0,0.092305051,0.048358587,0,0,0,0,0,0,0,0,0,0,0,1.101540606,,1.071616208,1.11281292,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1015193,43.49279061
44ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2498938,43.20270386
44ts2,Coos,46ts2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.1838477,43.42530252
4506fs1,Coquille,61Bts1,1,75000,0,0,0,0,0,0,0,1,0,0,0,0.107038634,0,0,0,0,0,0,0,0,0,0,0,,,,2.463140102,,,,,,,,,,,,Upstream,Beaver Slough,0,0,,-124.2072579,43.2312376
45ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.249934,43.20269894
45ts2,Coos,NA,1,1000000,0.800000012,0.800000012,0.800000012,0.800000012,0,0,0,1,0.166548054,0.326998907,0.214845584,0.196052081,0,0.065538993,0.060482667,0.065389211,0,0,0.080548432,0.129656638,0.072971699,0.024590164,0.068965517,2.494251337,2.353839802,2.494251466,4.511490135,,115.6302567,0.156377301,117.4736176,,,153.5831757,0.487110466,137.6870575,6,2,Tide gate,Willanch Slough,1,1,,-124.190926,43.40158711
46Ats1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2596079,43.20264227
46Bts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2595973,43.202691
46ts2,Coos,NA,1,1500000,0.800000012,0.800000012,0.800000012,0.800000012,0,0,0,1,0.461199147,0.816550509,0.806531847,0.634766188,0,0.087188005,0.228827897,0.095360462,0.027027027,0.090909091,0.118215454,0.760201557,0.116035839,0.028688525,0.034482759,6.906995083,5.877784434,9.363437719,14.60704414,,153.8255463,0.591632128,171.3178406,5,1,225.4035797,2.856021404,218.9428711,7,1,Tide gate,Kentuck Slough,1,1,,-124.1882817,43.42207088
47ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2596734,43.20668352
47ts2,Coos,3888fs2,1,150000,0,0,0,0,0,0,0,1,0,0,0,0.014992938,0,0.004173903,0,0.004771423,0.005405405,0,0.004821793,0.003728878,0.005357299,0.012295082,0,,,,0.345012874,,7.364005089,,8.572000504,1,,9.19380188,0.014009119,10.10844994,3,,Tide gate,,1,0,,-124.1926916,43.42178303
48ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2598713,43.20864952
48ts2,Coos,NA,1,1000000,0.400000006,0.400000006,0.400000006,0.400000006,0,0,0,1,0.277623108,0.610861018,0.459339173,0.464587109,0,0.191060658,0.825098999,0.20370943,0.054054054,0.181818182,0.209219597,0.873888448,0.218048691,0.086065574,0.068965517,4.157729814,4.397167527,5.332701681,10.69093554,,337.0877686,2.133284807,365.9699097,10,2,398.9228516,3.283134699,411.4263916,21,2,Tide gate,Larson Slough,1,1,,-124.1940041,43.46208025
49ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2597448,43.2095891
49ts2,Coos,48ts2,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.013692516,0,0.016356929,0.019821727,0.017264544,0,0,0.01536874,0.014220613,0.016785065,0,0,,,,0.315087953,,28.85848236,0.051248867,31.01625443,,,29.30385971,0.0534258,31.6709938,,,Tide gate,,1,0,,-124.1788118,43.45823591
4ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.001541186,0,0,0,0,0.001619152,0,0,,,,0,,,,2.768784761,,,,,3.055105209,,,Tide gate,,1,0,,-124.1590309,43.34366471
4ts5,Umpqua,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Old Mill,0,0,Non-primary tide gate,-124.1228,43.74551667
5008fs2,Coos,120ts2,1,300000,0.400000006,0,0.400000006,0.400000006,0,0,0,1,0,0,0.02262368,0.0497093,0,0,0,0,0,0,0,0,0,0,0,,,0.262649792,1.143895118,,,,,,,,,,,,Upstream,,0,0,,-124.1074562,43.44686479
50ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2572036,43.20974229
50ts2,Coos,48ts2,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.022782517,0,0.014580345,0,0.014753395,0.005405405,0,0.013785958,0,0.014229278,0.004098361,0,,,,0.524264269,,25.72406006,,26.50490189,1,,26.28594017,,26.84859276,1,,Tide gate,,1,0,,-124.1732668,43.45719573
51ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2496658,43.20952562
51ts2,Coos,52ts2,1,150000,0,0,0,0,0,0,0,1,0,0,0.086981193,0.045467332,0,0.03536871,0.078681418,0.036113636,0.005405405,0,0.034025415,0.11751138,0.035915412,0.008196721,0,,,1.00980883,1.046280242,,62.40091324,0.203429982,64.87919617,1,,64.87688446,0.44148162,67.76719666,2,,Tide gate,,1,0,,-124.1889866,43.46530946
52ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2495188,43.20949736
52ts2,Coos,NA,1,1000000,0.400000006,0.400000006,0.400000006,0.400000006,0,0,0,1,0.540943521,1,0.420822683,0.355258496,0,0.216253692,1,0.236066288,0.12972973,0,0.225540702,0.991126619,0.242038071,0.147540984,0,8.101260094,7.19831091,4.885544188,8.175099167,,381.5357666,2.585489511,424.0999451,24,,430.0426025,3.723589897,456.6908875,36,,Tide gate,Palouse Slough,1,1,,-124.1897081,43.4656897
53ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2461227,43.20956855
5473fs2,Coos,NA,1,150000,0.100000001,0.100000001,0.100000001,0.100000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.1862956,43.42078779
54ts1,Coquille,NA,1,390000,0,0,0,0,0,0,0,1,0.033637995,0,0,0,0,0.01996067,0,0.020881043,0.005405405,0,0.018504875,0.049537109,0.02048104,0.004098361,0,0.503768199,,,0,,35.21655273,,37.51340103,1,,35.28358459,0.186107278,38.64476395,1,,Tide gate, ,1,0,,-124.3395548,43.15202949
54ts2,Coos,52ts2,1,60000,0,0,0,0,0,0,0,1,0,0,0,0.005207523,0,0.014146605,0.027281757,0.014702246,0.032432432,0,0.013161178,0.018775106,0.014253356,0.024590164,0,,,,0.119833924,,24.95881462,0.070536695,26.41301155,6,,25.09465981,0.070536695,26.8940239,6,,Tide gate,,1,0,,-124.1729729,43.48415748
5534fs2,Coos,24521fs2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001319923,0,0,0,0,0,0,0,0,0,0,0,,,,0.030373672,,,,,,,,,,,,Upstream,,0,0,Stream barrier other than culvert,-124.1483572,43.46481958
