BARID,REGION,DSID,NPROJ,COST,PREPASS_CO,PREPASS_CH,PREPASS_ST,PREPASS_CT,PREPASS_CU,PREPASS_AgrInf,PREPASS_Inund,POSTPASS,sCO,sCH,sST,sCT,sCU,sAgri_Current,sRoadRail_Current,sInundHab_Current,sBuilding_Current,sPublicUse_Current,sAgri_Future,sRoadRail_Future,sInundHab_Future,sBuilding_Future,sPublicUse_Future,Coho_salmon,Chinook_salmon,Steelhead,Cutthroat_Trout,Chum,Agri_Current,RoadRail_Current,InundHab_Current,Building_Current,PublicUse_Current,Agri_Future,RoadRail_Future,InundHab_Future,Building_Future,PublicUse_Future,BarrierType,Name,PrimaryTG,DominantTG,Exclude_Reason,POINT_X,POINT_Y
34991fs2,Coos,48ts2,0,0,1,1,1,1,0,0,0,1,0.068508021,0.142531702,0.088374764,0.058312239,0,0,0,0,0,0,0,0,0,0,0,1.025987505,1.025987508,1.025987508,1.341863292,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.1390893,43.4807722
34996fs2,Coos,22ts2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.2136143,43.25260518
35002fs2,Coos,99ts2,0,0,1,1,1,1,0,0,0,1,0.22976044,0,0.296389012,0.370016999,0,0,0,0,0,0,0,0,0,0,0,3.440930548,0,3.440930527,8.514717295,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.1947393,43.4988022
35752fs2,Coos,27ts2,0,0,1,1,1,1,0,0,0,1,0.149680708,0.311925278,0.193086837,0.110397784,0,0,0,0,0,0,0,0,0,0,0,2.241643168,2.245335132,2.24164313,2.540439825,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.1741453,43.34934419
35753fs2,Coos,48ts2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.1779533,43.4579442
38726fs2,Coos,3892fs2,0,0,1,1,1,1,0,0,0,1,0,0,0,0.015680376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360831986,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.1510253,43.4140742
38727fs2,Coos,3892fs2,0,0,0.400000006,0,0.400000006,0.400000006,0,0,0,1,0.128789105,0,0.174368399,0.118437995,0,0,0,0,0,0,0,0,0,0,0,1.928767051,0,2.024331274,2.725458675,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.1321033,43.4175162
40043fs2,Coos,8917fs2,1,150000,0.400000006,0,0.100000001,0.100000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2615703,43.27203018
40127fs2,Coos,15ts2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.1443099,43.30773247
41375fs2,Coos,99ts2,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2182232,43.50116644
41376fs2,Coos,99ts2,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2183152,43.50021992
41377fs2,Coos,99ts2,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2184648,43.49841204
41409fs2,Coos,66ts2,1,150000,1,1,1,1,0,0,0,1,0,0,0,0.017033446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39196841,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2442294,43.28860103
41410fs2,Coos,66ts2,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2493529,43.28741576
44831fs2,Coos,34990fs2,0,0,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0.011852433,0.02465912,0.015289538,0.007713645,0,0,0,0,0,0,0,0,0,0,0,0.177504012,0.177504015,0.177504015,0.177504015,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.1047413,43.49370226
44832fs2,Coos,44831fs2,0,0,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0.07355291,0,0.092305051,0.048358587,0,0,0,0,0,0,0,0,0,0,0,1.101540606,0,1.071616208,1.11281292,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.1015193,43.49279061
5534fs2,Coos,24521fs2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001319923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030373672,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.1483572,43.46481958
28665fs2,Coos,44832fs2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.0814947,43.49297438
2751fs2,Coos,6ts2,1,150000,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.1227659,43.32750617
16894fs2,Coos,119ts2,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.1994623,43.33413319
13743fs2,Coos,67ts2,1,150000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2282853,43.26945918
14158fs2,Coos,15622fs2,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2280393,43.27066218
15621fs2,Coos,13743fs2,1,150000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2284373,43.26954018
15622fs2,Coos,NA,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2278693,43.27065918
17241fs2,Coos,120ts2,1,150000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2012083,43.32963819
9873fs2,Coos,99ts2,1,300000,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.1981277,43.52022164
44812fs2,Coos,22ts2,1,300000,0.400000006,0,0.400000006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.167559,43.23875505
3987fs2,Coos,26ts2,0,0,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.1973819,43.28861434
3988fs2,Coos,26ts2,0,0,0.100000001,0,0.100000001,0.100000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.2046347,43.28912146
18863fs2,Coos,3987fs2,0,0,0,0,0,0.100000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.194031,43.28743574
18177fs2,Coos,29011fs2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06918834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.592140779,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.2413635,43.37984602
18269fs2,Coos,29011fs2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.248946979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.728691259,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.2550444,43.36851088
29009fs2,Coos,153ts2,1,300000,0,0,0,0,0,0,0,1,0,0.034805343,0,0.023583465,0,0,0,0,0,0,0,0,0,0,0,0,0.250539682,0,0.542695438,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2361817,43.39158176
29010fs2,Coos,32951fs2,1,300000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2404222,43.3876861
29023fs2,Coos,32951fs2,1,150000,0,0,0,0,0,0,0,1,0,0,0,0.02088919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480695619,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2463102,43.38324588
29011fs2,Coos,90fs2,1,300000,0,0,0,0,0,0,0,1,0,0,0,0.022210444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51109991,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.241228,43.38047151
29464fs2,Coos,NA,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2399687,43.38005512
32951fs2,Coos,29009fs2,0,0,1,1,1,1,0,0,0,1,0,0.009526894,0,0.028595966,0,0,0,0,0,0,0,0,0,0,0,0,0.068577547,0,0.658041576,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,Stream barrier other than culvert,-124.2391503,43.38891619
89fs2,Coos,29009fs2,1,150000,0.400000006,0.400000006,0.400000006,0.400000006,0,0,0,1,0,0,0,0.022899059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526946093,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2379131,43.38621434
88fs2,Coos,29009fs2,1,150000,0.400000006,0.400000006,0.400000006,0.400000006,0,0,0,1,0,0,0,0.007152765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164597219,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2366743,43.3881071
90fs2,Coos,29010fs2,1,300000,1,1,1,1,0,0,0,1,0,0,0,0.016520173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380157129,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,,0,0,None,-124.2403121,43.38542553
10Ats1,Coquille,NA,1,600000,0,0,0,0,0,0,0,1,0.209886222,0,0,0.61603333,0,0.297596916,0.01101863,0.459202709,0,0,0.345057651,0.015448594,0.479906737,0,0,3.143290951,0,0,14.17596938,0,818.6896973,0.137713149,824.9710083,0,0,949.2542725,0.243825763,905.5147095,0,0,Tide gate,Foster Dairy,1,0,None,-124.2728748,43.18261515
13ts1,Coquille,NA,1,600000,0,0,0,0,0,0,0,1,0.224896694,0,0.316263377,0.299861154,0,0.024100586,0,0.038366035,0,0,0.03269625,0.003001999,0.045455453,0,0,3.368090267,0,3.671662126,6.900312568,0,66.30075836,0,68.92569733,0,0,89.94744873,0.047380663,85.76787567,0,0,Tide gate,Hatchet Slough,1,0,None,-124.2961944,43.15446634
14ts1,Coquille,NA,1,200000,0,0,0,0,0,0,0,1,0.109816083,0,0,0.08518552,0,0.061382027,0,0.097586307,0,0,0.074481946,0,0.104985414,0,0,1.644623915,0,0,1.960262956,0,168.8620758,0,175.3166351,0,0,204.8999786,0,198.0923157,0,0,Tide gate,Seestrom Creek,1,0,None,-124.297129,43.14594066
15ts1,Coquille,NA,1,300000,0,0,0,0,0,0,0,1,0.042667023,0,0.037257723,0.027767991,0,0.015590238,0,0.024545268,0,0,0.018406088,0.001958035,0.027099927,0,0,0.638988431,0,0.432543823,0.63898846,0,42.88877487,0,44.09628677,0,0,50.63518524,0.030903747,51.13364792,0,0,Tide gate,Alder Creek,1,0,None,-124.2902128,43.13570577
16ts1,Coquille,NA,1,150000,0,0,0,0,0,0,0,1,0.041924216,0,0,0.018844204,0,0.006857642,0,0.010507376,0,0,0.011882812,0,0.015214135,0,0,0.627864033,0,0,0.433637031,0,18.86538696,0,18.87680626,0,0,32.68964005,0,28.70687485,0,0,Tide gate,Cochran Project,1,0,None,-124.2902527,43.13453179
18ts1,Coquille,NA,1,200000,0,0,0,0,0,0,0,1,0.032410047,0,0,0.050295182,0,0.038514279,0,0.059000379,0,0,0.046264227,0.001057243,0.06435478,0,0,0.485378244,0,0,1.157377255,0,105.952858,0,105.9958954,0,0,127.2729797,0.016686508,121.4281769,0,0,Tide gate,Cochran Property,1,0,None,-124.2910377,43.12416237
19ts1,Coquille,NA,1,200000,0,0,0,0,0,0,0,1,0.023021703,0,0,0.015991014,0,0.021309846,0,0.033891703,0,0,0.029795743,0,0.041677465,0,0,0.344776853,0,0,0.367980298,0,58.62342834,0,60.88742828,0,0,81.96814728,0,78.63935852,0,0,Tide gate, ,1,0,None,-124.2924582,43.12148639
20ts1,Coquille,NA,1,150000,0,0,0,0,0,0,0,1,0,0,0,0.03511898,0,0.01300054,0.006345342,0.020697697,0.002202643,0,0.019056227,0.006918256,0.026575551,0.001848429,0,0,0,0,0.80814715,0,35.76451111,0.07930541,37.18401337,1,0,52.4237175,0.109191112,50.14422607,1,0,Tide gate, ,1,0,None,-124.3049351,43.11263776
22ts1,Coquille,NA,1,150000,0,0,0,0,0,0,0,1,0.054666471,0,0,0.039716414,0,0.023882972,0,0.037002309,0,0,0.025926214,0,0.036972866,0.003696858,0,0.818694152,0,0,0.913941885,0,65.70210266,0,66.47572327,0,0,71.32306671,0,69.7624588,2,0,Tide gate,,1,0,None,-124.3184429,43.12539158
23ts1,Coquille,NA,1,200000,0,0,0,0,0,0,0,1,0,0,0.061643647,0.052773671,0,0.032257903,0,0.054157501,0.002202643,0,0.033119921,0,0.052288501,0.001848429,0,0,0,0.715652397,1.214411463,0,88.74155426,0,97.2955246,1,0,91.11296844,0,98.66085052,1,0,Tide gate,Hamdock Creek,1,0,None,-124.3365361,43.13540226
24ts1,Coquille,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0.010962811,0,0.007029434,0,0.011766231,0,0,0.007048717,0,0.011294422,0,0,0,0,0,0.252272829,0,19.3379879,0,21.13837624,0,0,19.39103317,0,21.3109436,0,0,Tide gate, ,1,0,None,-124.3386846,43.1364409
25ts1,Coquille,NA,1,150000,0,0,0,0,0,0,0,1,0.013181157,0.027423331,0.017003448,0.064406652,0,0.033521484,0.000590246,0.05135227,0,0.157894737,0.039982034,0.01741552,0.056733099,0,0.103448276,0.197403199,0.197401665,0.197401665,1.482106051,0,92.21766663,0.007377018,92.25584412,0,3,109.990654,0.274869829,107.0471649,0,3,Tide gate, ,1,0,None,-124.3424428,43.13939674
31ts1,Coquille,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015406027,0,0.025091815,0,0,0.015714966,0,0.024625151,0,0,0,0,0,0,0,42.38201141,0,45.07817459,0,0,43.23190308,0,46.4641037,0,0,Tide gate, ,1,0,None,-124.3458585,43.15568759
32ts1,Coquille,NA,1,150000,0,0,0,0,0,0,0,1,0,0,0,0.016855643,0,0.004556535,0,0.007286163,0,0,0.0053576,0.001148749,0.008101689,0,0,0,0,0,0.387876871,0,12.53503609,0,13.0898037,0,0,14.73876858,0.018130744,15.28671646,0,0,Tide gate,Cedar Creek,1,0,None,-124.3485225,43.15896173
33ts1,Coquille,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004610806,0,0.007165368,0,0,0.004759848,0,0.00725264,0,0,0,0,0,0,0,12.68433762,0,12.87279224,0,0,13.09434986,0,13.6846838,0,0,Tide gate, ,1,0,None,-124.350281,43.16117722
34ts1,Coquille,NA,1,150000,0,0,0,0,0,0,0,1,0.05528969,0.001697965,0.001052799,0.08499041,0,0.061768438,0.002219002,0.098040564,0.004405286,0,0.061629789,0.001757175,0.092829706,0.001848429,0,0.82802758,0.012222478,0.012222478,1.955773158,0,169.9250946,0.027733555,176.1327209,2,0,169.5436707,0.027733555,175.15625,1,0,Tide gate,Randolph Slough Island,1,0,None,-124.3532765,43.16780184
35ts1,Coquille,NA,1,1000000,0,0,0,0,0,0,0,1,0.530304183,0.799078185,0.676893769,0.6709955,0,0.03895867,0.01934061,0.060977386,0,0,0.05058686,0.090922806,0.070903873,0,0,7.94192359,5.752013216,7.858403448,15.44074191,0,107.1753769,0.241723001,109.5476456,0,0,139.1645508,1.435038209,133.7853699,0,0,Tide gate,Sevenmile Creek,1,0,None,-124.349254,43.16793137
36Ats1,Coquille,NA,1,450000,0,0,0,0,0,0,0,1,0.18176117,0,0,0.154479705,0,0.203369373,0.030171142,0.313761766,0,0,0.235403179,0.03021758,0.330421364,0,0,2.722085497,0,0,3.554839416,0,559.4695435,0.377085268,563.6821289,0,0,647.5946045,0.476925254,623.4573975,0,0,Tide gate,Iowa Slough,1,0,None,-124.2846804,43.15616964
37ts1,Coquille,NA,1,700000,0,0,0,0,0,0,0,1,0.229818688,0,0.370710164,0.310214584,0,0.00391242,0,0.006032879,0,0,0.046365844,0,0.043685391,0,0,3.441802878,0,4.30376252,7.138562527,0,10.76307583,0,10.83824253,0,0,127.5525284,0,82.42802429,0,0,Tide gate,Gray Creek,1,0,None,-124.176927,43.11761781
54ts1,Coquille,NA,1,150000,0,0,0,0,0,0,0,1,0.033637995,0,0,0,0,0.012801355,0,0.020881043,0.002202643,0,0.012825721,0.0117916,0.02048104,0.001848429,0,0.503768199,0,0,0,0,35.21655273,0,37.51340103,1,0,35.28358459,0.186107278,38.64476395,1,0,Tide gate, ,1,0,None,-124.3395548,43.15202949
55Ats1,Coquille,NA,1,300000,0,0,0,0,0,0,0,1,0.064361211,0,0,0.099895406,0,0.003462438,0,0.005410689,0,0,0.005693704,0.023153634,0.007657531,0.001848429,0,0.963884197,0,0,2.298762337,0,9.525174141,0,9.720459938,0,0,15.66339207,0.365434706,14.44865608,1,0,Tide gate,Offield Creek,1,0,None,-124.3388371,43.15868445
12Dts1,Coquille,NA,0,700000,0,0,0,0,0,0,0,1,1,0,0.282809434,0.426216729,0,0.641328923,0.152574215,1,0.002202643,0,0.693099611,0.132652155,1,0.001848429,0.068965517,14.97616622,0,3.283278317,9.807968187,0,1764.297119,1.906904578,1796.529053,1,0,1906.718384,2.093654156,1886.855591,1,2,Tide gate,Winter Lake,1,0,Replaced and restored. Winter Lake,-124.2600425,43.19569185
55Bts1,Coquille,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002281533,0.007617214,0.003841656,0,0,0.002292028,0.006031889,0.003673053,0,0,0,0,0,0,0,6.276500702,0.095201544,6.901647091,0,0,6.305373669,0.095201544,6.930520058,0,0,Tide gate,East Randolph Slough,1,0,None,-124.338882,43.15868394
61Bts1,Coquille,NA,1,1500000,0,0,0,0,0,0,0,1,0.681825577,0,1,1,0,0.058524525,0.023199986,0.284074444,0,0.210526316,0.098314799,0.057589164,0.330069196,0.001848429,0.137931034,10.21113318,0,11.60950774,23.0116922,0,161.0010834,0.289958298,510.3479919,0,4,270.4642029,0.90893203,622.7929077,1,4,Tide gate,Beaver Slough,1,0,None,-124.2638984,43.20806167
900ts1,Coquille,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.044919665,0,0.028724628,0,0.049184525,0,0,0.028820138,0.000434659,0.048450359,0.001848429,0,0,0,0,1.033677498,0,79.02150726,0,88.36142731,0,0,79.28425598,0.006860242,91.41883087,1,0,Tide gate,Herman Ranch,1,0,None,-124.3621302,43.15825058
3703fs1,Coquille,37ts1,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Gray Creek,0,0,None,-124.1615402,43.10956617
3978fs1,Coquille,35ts1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Sevenmile Creek,0,0,Stream barrier other than culvert,-124.348975,43.16810445
9040fs1,Coquille,3703fs1,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Gray Creek,0,0,None,-124.1569279,43.11189678
7958fs1,Coquille,29413fs1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Sevenmile Creek,0,0,Stream barrier other than culvert,-124.3493887,43.20398022
29413fs1,Coquille,17584fs1,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Sevenmile Creek,0,0,None,-124.3465362,43.19366002
16092fs1,Coquille,14ts1,1,75000,1,1,1,1,0,0,0,1,0.000965259,0,0,0.012212129,0,0,0,0,0,0,0,0,0,0,0,0.014455885,0,0,0.281021758,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Seestrom Creek,0,0,None,-124.2916764,43.14433693
3641fs1,Coquille,61Bts1,1,75000,1,1,1,1,0,0,0,1,0.066766296,0,0.09040918,0.184818367,0,0,0,0,0,0,0,0,0,0,0,0.999903149,0,1.049606074,4.252983379,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Beaver Slough,0,0,None,-124.2063618,43.22989931
3642fs1,Coquille,61Bts1,1,75000,1,1,1,1,0,0,0,1,0,0,0,0.040344959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928405774,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Beaver Slough,0,0,None,-124.219908,43.23550477
8057fs1,Coquille,23ts1,1,75000,1,1,1,1,0,0,0,1,0,0,0.001370178,0.022497207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01590709,0.517698806,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Hamdock Creek,0,0,None,-124.3314166,43.12883955
10145fs1,Coquille,15ts1,1,75000,1,1,1,1,0,0,0,1,0.069492567,0,0.090526999,0.08344848,0,0,0,0,0,0,0,0,0,0,0,1.04073224,0,1.050973891,1.920290735,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Alder Creek,0,0,None,-124.2865229,43.14035302
10245fs1,Coquille,3978fs1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Sevenmile Creek,0,0,Stream barrier other than culvert,-124.3360864,43.17698942
10571fs1,Coquille,3703fs1,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Gray Creek,0,0,None,-124.1562611,43.11440814
4506fs1,Coquille,61Bts1,1,75000,0,0,0,0,0,0,0,1,0,0,0,0.107038634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.463140102,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Beaver Slough,0,0,None,-124.2072579,43.2312376
23901fs1,Coquille,61Bts1,1,75000,0,0,0,0,0,0,0,1,0,0,0,0.001224313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028173507,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Beaver Slough,0,0,None,-124.2184587,43.22369573
15637fs1,Coquille,10Ats1,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Foster Dairy,0,0,None,-124.2604853,43.18084389
16385fs1,Coquille,61Bts1,1,75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Beaver Slough,0,0,None,-124.2300536,43.2406355
17584fs1,Coquille,10245fs1,1,75000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Sevenmile Creek,0,0,None,-124.3467966,43.19292248
15938fs1,Coquille,12Dts1,0,75000,1,1,1,1,0,0,0,1,0.134597991,0,0.186465235,0.230392964,0,0,0,0,0,0,0,0,0,0,0,2.01576189,0,2.164769586,5.301731966,0,0,0,0,0,0,0,0,0,0,0,Stream Culvert,Winter Lake,0,0,Replaced and restored. Winter Lake,-124.2360949,43.20078768
39Ets1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tide gate,Fat Elk,0,0,landowner not in interested,-124.2288827,43.17662331
39Dts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tide gate,Fat Elk,0,0,landowner not in interested,-124.2289309,43.17660141
39Cts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tide gate,Fat Elk,0,0,landowner not in interested,-124.2289997,43.17658578
39Bts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tide gate,Fat Elk,0,0,landowner not in interested,-124.2290481,43.17656143
39Ats1,Coquille,NA,0,1500000,0,0,0,0,0,0,0,1,0.558076777,0,0.414131518,0.621813346,0,1,0.040978907,0,0,0,1,0.057817495,0,0,0,8.35785058,0,4.807863058,14.30897733,0,2751.001953,0.512162983,0,0,0,2751.001953,0.912535787,0,0,0,Tide gate,Fat Elk,1,0,landowner not in interested,-124.2291048,43.17654891
